code,market,cn_name,revenue_growth,revenue_conf,net_profit,net_conf,ocf_change,ocf_conf,core_driver,driver_conf,core_risk,risk_conf,overall_conf,file
000776,SZ,广发证券,+28.27%,mid,+70.0%,high,,missing,市场交投活跃度大幅提升,high,[市场交投活跃度大幅提升],mid,missing,000776_SZ_广发证券.md
000778,SZ,新兴铸管,,missing,+466.0%,high,+394.0%,high,成本端改善,high,核心风险在于钢铁主业需求的结构性萎缩,high,missing,000778_SZ_新兴铸管.md
000782,SZ,恒申新材,-24.48%,high,,missing,,missing,行业供需失衡，价格深度下跌,high,[行业供需失衡，价格深度下跌],mid,missing,000782_SZ_恒申新材.md
000786,SZ,北新建材,+23.1%,mid,,missing,,missing,,missing,房地产投资下降17.2%，房屋竣工面积下降18.1%,mid,missing,000786_SZ_北新建材.md
000789,SZ,万年青,-26.31%,high,,missing,,missing,,missing,江西省基础设施投资逆势增长5.4%,mid,missing,000789_SZ_万年青.md
000790,SZ,华神科技,-36.71%,mid,,missing,,missing,核心药品挂网价下调,high,[核心药品挂网价下调],mid,missing,000790_SZ_华神科技.md
000791,SZ,甘肃能源,-24.77%,mid,-22.73%,mid,,missing,常乐公司2×1000MW机组投产,high,[常乐公司2×1000MW机组投产],mid,missing,000791_SZ_甘肃能源.md
000792,SZ,盐湖股份,,missing,,missing,,missing,钾肥价格回暖,high,[4万吨锂盐项目投产],mid,missing,000792_SZ_盐湖股份.md
000797,SZ,中国武夷,,missing,亏,low,,missing,房地产项目毛利率大幅下滑,high,[房地产项目毛利率大幅下滑],high,missing,000797_SZ_中国武夷.md
000798,SZ,中水渔业,-11.98%,high,盈,low,,missing,核心捕捞业务量价齐升,high,[核心捕捞业务量价齐升],mid,missing,000798_SZ_中水渔业.md
000800,SZ,一汽解放,,missing,+184.3%,high,,missing,国四置换政策与老旧货车淘汰,high,[国四置换政策与老旧货车淘汰],mid,missing,000800_SZ_一汽解放.md
000801,SZ,四川九洲,+10.21%,mid,-20.57%,high,↑,low,,missing,[空管业务受益于国防装备升级与低空经济],mid,missing,000801_SZ_四川九洲.md
000802,SZ,北京文化,+4.07%,mid,,missing,,missing,电影项目票房不及预期,high,[电影项目票房不及预期],mid,missing,000802_SZ_北京文化.md
000807,SZ,云铝股份,,missing,,missing,,missing,绿色能源优势,high,[铝价高位+供给紧平衡],mid,missing,000807_SZ_云铝股份.md
000809,SZ,和展能源,-6.25%,high,,missing,,missing,混塔业务主动收缩,high,[混塔业务主动收缩],mid,missing,000809_SZ_和展能源.md
000810,SZ,创维数字,+8.04%,high,-105.95%,high,↓,low,海外体感游戏盒子(Nex Playgro,high,[海外体感游戏盒子(Nex Playground)放量],mid,low,000810_SZ_创维数字.md
000812,SZ,陕西金叶,-12.74%,mid,,missing,,missing,商誉减值,high,[教育业务成本刚性上涨],mid,missing,000812_SZ_陕西金叶.md
000813,SZ,德展健康,-14.94%,high,亏,low,,missing,核心产品“阿乐”集采到期未中标,high,[核心产品“阿乐”集采到期未中标],mid,missing,000813_SZ_德展健康.md
000815,SZ,美利云,,missing,盈,low,↑,low,造纸业务关停清算,high,[造纸业务关停清算],mid,missing,000815_SZ_美利云.md
000816,SZ,智慧农业,-16.23%,high,,missing,↓,low,北美业务客户调整与产品切换,high,[北美业务客户调整与产品切换],mid,missing,000816_SZ_智慧农业.md
000819,SZ,岳阳兴长,-2.95%,high,+140.0%,high,,missing,惠州立拓产能爬坡不及预期,high,[惠州立拓产能爬坡不及预期],mid,missing,000819_SZ_岳阳兴长.md
000821,SZ,ST京机,+101.57%,high,-53.91%,high,,missing,光伏行业产能过剩，下游客户扩产放缓,high,[光伏行业产能过剩，下游客户扩产放缓],mid,missing,000821_SZ_ST京机.md
000822,SZ,山东海化,,missing,,missing,-29.0%,high,,missing,行业产能扩张（全国纯碱有效产能增至4078万吨，同比增长2.,mid,missing,000822_SZ_山东海化.md
000828,SZ,东莞控股,,missing,+34.82%,high,+68.97%,high,核心路产改扩建施工及恶劣天气,high,[核心路产改扩建施工及恶劣天气],mid,missing,000828_SZ_东莞控股.md
000833,SZ,粤桂股份,,missing,,missing,,missing,硫铁矿价格高位运行,high,[硫铁矿价格高位运行],mid,missing,000833_SZ_粤桂股份.md
000838,SZ,_ST发展,,missing,,missing,,missing,房地产行业持续下行，销售疲软,high,[房地产行业持续下行，销售疲软],mid,missing,000838_SZ__ST发展.md
000852,SZ,石化机械,+21.86%,high,,missing,,missing,国际油价震荡下行,high,[国际油价震荡下行],mid,missing,000852_SZ_石化机械.md
000856,SZ,冀东装备,+76.13%,high,+63.59%,high,,missing,关联交易依赖,high,[电气设备业务爆发],mid,missing,000856_SZ_冀东装备.md
000859,SZ,国风新材,-21.41%,high,,missing,,missing,行业供需失衡加剧,high,[行业供需失衡加剧],mid,missing,000859_SZ_国风新材.md
000862,SZ,银星能源,-14.3%,mid,-48.84%,high,↑,low,新能源全面入市，电价承压,high,[新能源全面入市，电价承压],mid,low,000862_SZ_银星能源.md
000868,SZ,安凯客车,+25.35%,high,,missing,↑,low,海外出口爆发,high,[营收增长但毛利率下降],mid,missing,000868_SZ_安凯客车.md
000869,SZ,张__裕Ａ,+2.55%,high,+25.0%,high,,missing,国内葡萄酒消费持续低迷,high,[国内葡萄酒消费持续低迷],mid,missing,000869_SZ_张__裕Ａ.md
000875,SZ,电投绿能,,missing,-53.17%,high,+28.53%,high,新能源全面入市，电价下行,high,[新能源全面入市，电价下行],mid,missing,000875_SZ_电投绿能.md
000877,SZ,天山股份,+95.93%,mid,-11.31%,mid,,missing,,missing,,missing,missing,000877_SZ_天山股份.md
000878,SZ,云南铜业,,missing,,missing,↓,low,铜价历史性上涨,high,[铜精矿TC跌入负值],mid,missing,000878_SZ_云南铜业.md
000880,SZ,潍柴重机,+6.41%,mid,,missing,↑,low,数据中心/通信等新兴业务爆发,high,[数据中心/通信等新兴业务爆发],mid,missing,000880_SZ_潍柴重机.md
000885,SZ,城发环境,+3.95%,mid,+8.29%,high,↑,low,,missing,战略并购与业务扩张** ->,mid,missing,000885_SZ_城发环境.md
000886,SZ,海南高速,,missing,,missing,,missing,,missing,回归交通主业，构建建材供应链,mid,missing,000886_SZ_海南高速.md
000889,SZ,中嘉博创,+8.85%,high,,missing,,missing,通信网络维护业务规模扩张,high,[通信网络维护业务规模扩张],mid,missing,000889_SZ_中嘉博创.md
000890,SZ,法尔胜,,missing,,missing,+188.18%,high,地方财政压力导致政府环保项目收缩,high,[地方财政压力导致政府环保项目收缩],high,missing,000890_SZ_法尔胜.md
000895,SZ,双汇发展,,missing,-0.43%,mid,,missing,,missing,,missing,missing,000895_SZ_双汇发展.md
000898,SZ,鞍钢股份,,missing,,missing,,missing,行业供需失衡,high,[“算账经营”降本],mid,missing,000898_SZ_鞍钢股份.md
000899,SZ,赣能股份,+6.74%,mid,,missing,-25.01%,high,上高电厂2×100万千瓦机组投产,high,[上高电厂2×100万千瓦机组投产],mid,missing,000899_SZ_赣能股份.md
000900,SZ,现代投资,+6.41%,high,+57.42%,high,,missing,大宗商品贸易规模扩张,high,[大宗商品贸易规模扩张],mid,missing,000900_SZ_现代投资.md
000905,SZ,厦门港务,,missing,+41.0%,high,,missing,重大资产重组注入集装箱码头资产,high,[重大资产重组注入集装箱码头资产],mid,missing,000905_SZ_厦门港务.md
000906,SZ,浙商中拓,+16.64%,high,-39.62%,mid,,missing,营收规模高速扩张,high,[营收规模高速扩张],mid,missing,000906_SZ_浙商中拓.md
000909,SZ,_ST数源,,missing,盈,low,,missing,联营房企（黑龙江新绿洲）开发成本大幅减值,high,[联营房企（黑龙江新绿洲）开发成本大幅减值],high,missing,000909_SZ__ST数源.md
000910,SZ,大亚圣象,-14.49%,high,-90.41%,high,↓,low,房地产下行周期,high,[收入下滑叠加减值],high,low,000910_SZ_大亚圣象.md
000913,SZ,钱江摩托,+117.01%,mid,+44.39%,high,↓,low,工厂搬迁资产处置,high,[工厂搬迁资产处置],mid,low,000913_SZ_钱江摩托.md
000915,SZ,华特达因,+4.4%,high,,missing,,missing,“伊可新”品牌统治力,high,[“伊可新”品牌统治力],mid,missing,000915_SZ_华特达因.md
000919,SZ,金陵药业,-5.22%,mid,+33.42%,high,,missing,医疗服务板块亏损,high,[医疗服务板块亏损],high,missing,000919_SZ_金陵药业.md
000920,SZ,沃顿科技,+23.38%,mid,,missing,,missing,国产替代加速与海外市场扩张,high,[国产替代加速与海外市场扩张],mid,missing,000920_SZ_沃顿科技.md
000921,SZ,海信家电,+6.44%,mid,,missing,,missing,中央空调业务（海信日立）的领先地位,high,[中央空调业务（海信日立）的领先地位],mid,missing,000921_SZ_海信家电.md
000922,SZ,佳电股份,+14.8%,mid,-0.94%,high,,missing,核电产品放量,high,[传统行业需求萎缩],mid,missing,000922_SZ_佳电股份.md
000927,SZ,中国铁物,+6.68%,mid,+26.18%,high,,missing,主动退出低利润贸易业务,high,[主动退出低利润贸易业务],mid,missing,000927_SZ_中国铁物.md
000929,SZ,_ST兰黄,+75.28%,high,,missing,,missing,抖音线上直销爆发式增长,high,[抖音线上直销爆发式增长],mid,missing,000929_SZ__ST兰黄.md
000930,SZ,中粮科技,+30.0%,mid,-12.67%,mid,+30.0%,high,,missing,,missing,missing,000930_SZ_中粮科技.md
000931,SZ,中_关_村,+27.55%,mid,,missing,↓,low,,missing,核心产品“元治”纳入国家集采,mid,missing,000931_SZ_中_关_村.md
000932,SZ,华菱钢铁,-15.94%,high,,missing,,missing,原燃料成本大幅下降,high,[原燃料成本大幅下降],mid,missing,000932_SZ_华菱钢铁.md
000933,SZ,神火股份,+18.25%,high,-30.06%,high,,missing,电解铝量价齐升,high,[新疆/云南低成本产能],mid,missing,000933_SZ_神火股份.md
000938,SZ,紫光股份,+41.11%,mid,+7.19%,high,↑,low,AI算力需求爆发,high,[AI算力需求爆发],mid,low,000938_SZ_紫光股份.md
000948,SZ,南天信息,+32.2%,high,+30.65%,high,,missing,IT产品销售及产业互联网业务高增,high,[IT产品销售及产业互联网业务高增],mid,missing,000948_SZ_南天信息.md
000949,SZ,新乡化纤,,missing,+47.2%,high,+47.2%,high,氨纶行业产能过剩，价格处于历史底部,high,[氨纶行业产能过剩，价格处于历史底部],mid,missing,000949_SZ_新乡化纤.md
000950,SZ,重药控股,,missing,,missing,,missing,融资成本下降,high,[强化营运资金周转管理],mid,missing,000950_SZ_重药控股.md
000952,SZ,广济药业,,missing,,missing,,missing,,missing,,missing,missing,000952_SZ_广济药业.md
000953,SZ,河化股份,+35.0%,mid,+27.73%,high,,missing,传统医药中间体需求旺盛,high,[传统医药中间体需求旺盛],mid,missing,000953_SZ_河化股份.md
000955,SZ,欣龙控股,-48.64%,high,盈,low,,missing,非织造主业销量增长与成本控制,high,[非织造主业销量增长与成本控制],mid,missing,000955_SZ_欣龙控股.md
000957,SZ,中通客车,+33.95%,high,+44.18%,high,,missing,海外市场高增长,high,[规模效应与成本控制],mid,missing,000957_SZ_中通客车.md
000958,SZ,电投产融,,missing,-8.07%,mid,-46.11%,high,重大资产重组完成,high,[重大资产重组完成],mid,missing,000958_SZ_电投产融.md
000959,SZ,首钢股份,,missing,+107.68%,high,,missing,,missing,原燃料成本下降** ->,mid,missing,000959_SZ_首钢股份.md
000962,SZ,东方钽业,+20.49%,high,+21.12%,high,,missing,战略聚焦高附加值产品,high,[战略聚焦高附加值产品],mid,missing,000962_SZ_东方钽业.md
000963,SZ,华东医药,+7.04%,high,,missing,,missing,创新产品商业化放量,high,[创新产品商业化放量],mid,missing,000963_SZ_华东医药.md
000966,SZ,长源电力,-22.21%,high,亏,low,↓,low,湖北省新能源装机激增 & 来水偏丰,high,[湖北省新能源装机激增 & 来水偏丰],mid,low,000966_SZ_长源电力.md
000969,SZ,安泰科技,-6.88%,mid,+38.16%,high,,missing,难熔钨钼业务（安泰天龙）利润高增,high,[难熔钨钼业务（安泰天龙）利润高增],mid,missing,000969_SZ_安泰科技.md
000970,SZ,中科三环,+13.31%,high,+660.0%,high,↓,low,稀土出口管制政策强化,high,[稀土出口管制政策强化],mid,low,000970_SZ_中科三环.md
000972,SZ,_ST中基,,missing,盈,low,,missing,全球番茄酱供需失衡，价格低迷,high,[全球番茄酱供需失衡，价格低迷],mid,missing,000972_SZ__ST中基.md
000973,SZ,佛塑科技,,missing,-159.51%,high,,missing,,missing,偏光膜三期项目产能未完全释放,mid,missing,000973_SZ_佛塑科技.md
000975,SZ,山金国际,,missing,,missing,,missing,,missing,,missing,missing,000975_SZ_山金国际.md
000978,SZ,桂林旅游,,missing,盈,low,,missing,收回大额历史欠款,high,[收回大额历史欠款],mid,missing,000978_SZ_桂林旅游.md
000985,SZ,大庆华科,-6.27%,high,-49.81%,mid,,missing,化工行业景气周期低谷,high,[化工行业景气周期低谷],mid,missing,000985_SZ_大庆华科.md
000987,SZ,越秀资本,+51.3%,mid,+53.42%,high,,missing,新能源业务高速增长,high,[新能源业务高速增长],mid,missing,000987_SZ_越秀资本.md
000988,SZ,华工科技,+53.39%,high,,missing,+66.83%,high,AI算力需求爆发,high,[AI算力需求爆发],mid,missing,000988_SZ_华工科技.md
000989,SZ,九芝堂,+6.05%,mid,+114.25%,high,,missing,OTC产品收入下滑22.67%,high,[OTC产品收入下滑22.67%],high,missing,000989_SZ_九芝堂.md
000990,SZ,诚志股份,,missing,-302.0%,mid,,missing,清洁能源产品价格下跌,high,[清洁能源产品价格下跌],mid,missing,000990_SZ_诚志股份.md
000993,SZ,闽东电力,,missing,-65.23%,high,+9.66%,high,降雨量减少,high,[风电风速增加及风机消缺],mid,missing,000993_SZ_闽东电力.md
000995,SZ,皇台酒业,+31.76%,mid,-49.02%,high,,missing,高端产品放量,high,[品牌重塑与新品储备],mid,missing,000995_SZ_皇台酒业.md
000997,SZ,新_大_陆,+18.97%,mid,,missing,,missing,全球POS终端智能化升级+海外本地化深耕,high,[全球POS终端智能化升级+海外本地化深耕],mid,missing,000997_SZ_新_大_陆.md
000998,SZ,隆平高科,,missing,盈,low,,missing,巴西业务改革与降本增效,high,[巴西业务改革与降本增效],mid,missing,000998_SZ_隆平高科.md
000999,SZ,华润三九,+14.43%,high,,missing,,missing,并购天士力,high,[“一体两翼”业务布局],mid,missing,000999_SZ_华润三九.md
001202,SZ,炬申股份,+2.38%,mid,-11.15%,high,↓,low,海外驳运项目扩张,high,[海外驳运项目扩张],mid,low,001202_SZ_炬申股份.md
001203,SZ,大中矿业,+6.43%,high,+538.0%,high,,missing,铁矿稳产+锂矿放量,high,[铁矿稳产+锂矿放量],mid,missing,001203_SZ_大中矿业.md
001205,SZ,盛航股份,,missing,,missing,,missing,石化行业景气度下行,high,[石化行业景气度下行],mid,missing,001205_SZ_盛航股份.md
001206,SZ,依依股份,+15.63%,mid,-92.0%,high,,missing,海外产能布局,high,[ODM/OEM大客户模式],mid,missing,001206_SZ_依依股份.md
001207,SZ,联科科技,+7.55%,mid,+7.55%,high,↓,low,原材料价格下行,high,[产能利用率高位运行],mid,low,001207_SZ_联科科技.md
001208,SZ,华菱线缆,+8.39%,high,,missing,,missing,,missing,[特种电缆高壁垒与国产替代],mid,missing,001208_SZ_华菱线缆.md
001212,SZ,中旗新材,-21.57%,high,-72.97%,mid,,missing,下游需求萎缩,high,[可转债利息费用化],mid,missing,001212_SZ_中旗新材.md
001215,SZ,千味央厨,+11.08%,mid,+6.19%,high,,missing,餐饮行业“增收不增利”压力传导,high,[餐饮行业“增收不增利”压力传导],high,missing,001215_SZ_千味央厨.md
001217,SZ,华尔泰,+26.24%,high,亏,low,+57.62%,high,新项目投产转固，折旧激增,high,[新项目投产转固，折旧激增],mid,low,001217_SZ_华尔泰.md
001218,SZ,丽臣实业,+36.56%,mid,,missing,,missing,主要原材料脂肪醇价格大幅上涨,high,[主要原材料脂肪醇价格大幅上涨],mid,missing,001218_SZ_丽臣实业.md
001225,SZ,和泰机电,-4.77%,high,-40.73%,high,,missing,下游水泥行业深度调整,high,[下游水泥行业深度调整],mid,missing,001225_SZ_和泰机电.md
001228,SZ,永泰运,,missing,,missing,,missing,供应链贸易服务（汽车贸易）爆发式增长,high,[供应链贸易服务（汽车贸易）爆发式增长],mid,missing,001228_SZ_永泰运.md
001230,SZ,劲旅环境,+8.53%,high,+20.33%,high,,missing,“一芯双核”战略驱动,high,[“一芯双核”战略驱动],mid,missing,001230_SZ_劲旅环境.md
001234,SZ,泰慕士,-7.47%,high,-33.07%,high,,missing,客户采用柔供模式,high,[客户采用柔供模式],mid,missing,001234_SZ_泰慕士.md
001236,SZ,弘业期货,,missing,,missing,,missing,,missing,,missing,missing,001236_SZ_弘业期货.md
001239,SZ,永达股份,-40.0%,mid,-40.0%,high,,missing,收购金源装备并表,high,[收购金源装备并表],mid,missing,001239_SZ_永达股份.md
001258,SZ,立新能源,,missing,,missing,+67.6%,high,装机规模爆发式增长,high,[装机规模爆发式增长],mid,missing,001258_SZ_立新能源.md
001260,SZ,坤泰股份,-3.95%,high,-14.74%,high,,missing,市场竞争加剧,high,[海外业务前期投入],mid,missing,001260_SZ_坤泰股份.md
